C_Address,C_Descrip,C_Date,C_Day of month,C_Hour,lat,lon
N 10TH ST / N B ST,(B)HS POSS -GR MARIJ,1/25/2006 15:28,25,15,38.59127025,-121.4887072
42ND ST / J ST,THREATS - I RPT,1/25/2006 15:30,25,15,38.56887003,-121.4505999
MORTONO ST / OKINAWA ST, PC  BURGLARY-UNSPECIFIED,1/25/2006 15:30,25,15,38.51301073,-121.3911196
5750 VELMA WAY, PC  BURGLARY RESIDENCE,1/25/2006 15:30,25,15,38.52224996,-121.4387144
1650 RESPONSE RD,NON INJ HR/MAIL OUT REPORT,1/25/2006 15:30,25,15,38.59657483,-121.4303406
1108 WESTLYNN WAY,(A) PC VIO DV COURT ORDER,1/25/2006 15:40,25,15,38.50707525,-121.5190249
1695 ARDEN WAY, PETTY THEFT-SHOPLIFT,1/25/2006 15:41,25,15,38.6017616,-121.4258271
34TH ST / BROADWAY,TOWED/STORED VEH-,1/25/2006 15:42,25,15,38.5527076,-121.469478
7800 AMHERST ST, PC THREAT/INTENT TO TERROR,1/25/2006 15:45,25,15,38.47426976,-121.4983924
RIO LINDA BLVD / ELEANOR AVE,(A)VC TAKE VEH W/O OWNER,1/25/2006 16:00,25,16,38.61655968,-121.4461619
901 NORTH AVE, PC  BURGLARY RESIDENCE,1/25/2006 16:00,25,16,38.64062392,-121.4464861
6600 RANCHO MADERA WAY,(A)VC TAKE VEH W/O OWNER,1/25/2006 16:15,25,16,38.50713141,-121.4243199
7000 FRANKLIN BLVD,(A)VC TAKE VEH W/O OWNER,1/25/2006 16:30,25,16,38.49940254,-121.4627597
5TH ST / BROADWAY, PETTY THEFT/LICENSE PLATE,1/25/2006 16:30,25,16,38.56559378,-121.5072531
8500 FOLSOM BLVD,SAFEKEEPING - I RPT,1/25/2006 16:30,25,16,38.5470745,-121.3927171
4700 STOCKTON BL, PAROLE VIO - I RPT,1/25/2006 16:30,25,16,38.5319862,-121.4459336
7813 37TH AVE, VC AUTO THEFT LOCATE,1/25/2006 16:33,25,16,38.51993158,-121.41256
8TH ST / K ST,MISSING PERSON I RPT,1/25/2006 16:35,25,16,38.57991197,-121.4966071
198 EL CAMINO AVE,(A) RECEIVE STOLEN PROPERTY,1/25/2006 16:40,25,16,38.61084302,-121.4619761
34TH ST / BROADWAY,TOWED/STORED VEH-,1/25/2006 16:49,25,16,38.5527076,-121.469478
800 KEMBLE ST,THREATS - I RPT,1/25/2006 17:00,25,17,38.56089025,-121.5047395
7456 FRANKLIN BLVD, HS POSS DRUG PARAPH,1/25/2006 17:00,25,17,38.48791288,-121.4555792
2225 23RD ST, PC  BURGLARY VEHICLE,1/25/2006 17:00,25,17,38.56150067,-121.4817231
1750 AUBURN BLVD,MISSING PERSON,1/25/2006 17:02,25,17,38.61924127,-121.4250633
MARTIN LUTHER KING JR BLVD / 7TH AVE,TOWED/STORED VEH-,1/25/2006 17:03,25,17,38.54528535,-121.464715
S WATT AVE / 43RD AVE,TRAFFIC-ACCIDENT-NON INJURY,1/25/2006 17:09,25,17,38.51476184,-121.3699458
7971 CACERES WAY, PC  BURGLARY RESIDENCE,1/25/2006 17:15,25,17,38.46872071,-121.4519324
3555 AUBURN BLVD,MISSING PERSON,1/25/2006 17:30,25,17,38.63862878,-121.3815598
14TH AVE / FREEPORT BLVD, PC  BURGLARY VEHICLE,1/25/2006 17:30,25,17,38.54120381,-121.4918839
16TH ST / I ST,TRAFFIC-ACCIDENT-NON INJURY,1/25/2006 17:37,25,17,38.579198,-121.4847429
2ND ST / K ST,WARRANT SERVED - I RPT,1/25/2006 17:40,25,17,38.58203886,-121.5046032
4020 FLORIN RD,(A)PC POSS FORGED CHK/NOTE,1/25/2006 17:50,25,17,38.49356691,-121.4597045
611 16TH ST,TRAFFIC - I RPT,1/25/2006 17:50,25,17,38.5820634,-121.4832039
EVERGREEN ST / SANTIAGO AVE,(A) HIT/RUN,1/25/2006 17:53,25,17,38.6120344,-121.4438767
Y ST / BROADWAY, WI DANGER SELF/OTHERS,1/25/2006 17:58,25,17,38.55612335,-121.4724356
1765 CHALLENGE WAY, PC  BURGLARY VEHICLE,1/25/2006 18:00,25,18,38.59753852,-121.4264174
424 HOWE AVE, PC   PETTY THEFT/INSIDE,1/25/2006 18:00,25,18,38.5732988,-121.4135687
1709 Q ST, PC  BURGLARY VEHICLE,1/25/2006 18:00,25,18,38.5701967,-121.4865708
2217 MIDDLEBERRY RD, WI DANGER SELF/OTHERS,1/25/2006 18:09,25,18,38.60558911,-121.4257578
ELEANOR AVE / NORWOOD AVE,(D) PC BATT/CIVILIAN W/INJ,1/25/2006 18:30,25,18,38.61684415,-121.4569468
2809 OCCIDENTAL DR,(A)VC TAKE VEH W/O OWNER,1/25/2006 18:30,25,18,38.55408112,-121.3935632
1729 G ST,(A)VC TAKE VEH W/O OWNER,1/25/2006 18:30,25,18,38.58105799,-121.4812732
2267 ANTON WAY,PROTECTIVE CUSTODY-I RPT,1/25/2006 18:32,25,18,38.66842409,-121.5093439
NORTH AVE / RIPLEY ST,(A) HIT/RUN,1/25/2006 18:32,25,18,38.63991928,-121.4137628
2451 MEADOWVIEW RD,FAMILY DISTURBANCE - I RPT,1/25/2006 18:45,25,18,38.48306838,-121.4774573
3630 24TH AVE,(A) PC GRAND THEFT,1/25/2006 18:45,25,18,38.53064464,-121.4672369
12TH ST / E ST, PC COMMIT FEL ON BAIL,1/25/2006 19:00,25,19,38.58506592,-121.4884229
545 K ST,MISSING PERSON,1/25/2006 19:00,25,19,38.58052209,-121.4986248
2150 STOCKTON BLVD,CASUALTY REPORT,1/25/2006 19:00,25,19,38.55727813,-121.4614322
W ST / 10TH ST, PC  BURGLARY VEHICLE,1/25/2006 19:00,25,19,38.56602524,-121.4996535
5926 CAMELLIA AVE,FRAUD OR BUNCO - I RPT,1/25/2006 19:00,25,19,38.56990044,-121.4263983
113 K ST, PETTY THEFT-SHOPLIFT,1/25/2006 19:10,25,19,38.58245363,-121.5052755
2338 FLORIN RD,(A)()AWDW/NO FIREARM/CIVIL,1/25/2006 19:15,25,19,38.49502927,-121.4847037
8101 COSUMNES RIVER BLVD,(A) PC GRAND THEFT-SHOPLIFT,1/25/2006 19:20,25,19,38.45718227,-121.4133413
RIO LINDA BLVD / JESSIE AVE, VC AUTO THEFT LOCATE,1/25/2006 19:23,25,19,38.64394428,-121.4477453
2751 W RIVER DR, PC  ROBBERY UNSPECIFIED,1/25/2006 19:24,25,19,38.61330451,-121.5283878
1701 ARDEN WAY, PETTY THEFT-SHOPLIFT,1/25/2006 19:26,25,19,38.60027317,-121.4252477
4592 58TH ST,MISSING PERSON,1/25/2006 19:30,25,19,38.53368123,-121.4386909
1701 SUTTERVILLE RD, PC  BURGLARY VEHICLE,1/25/2006 19:30,25,19,38.54016571,-121.500048
15TH ST / T ST, PC  BURGLARY VEHICLE,1/25/2006 19:30,25,19,38.5674553,-121.4913297
8020 RUSH RIVER DR, PC  ROBBERY UNSPECIFIED,1/25/2006 19:50,25,19,38.48255011,-121.5187359
1896 ARDEN WAY, PETTY THEFT-SHOPLIFT,1/25/2006 19:56,25,19,38.59664183,-121.423349
1640 BELL AVE,(A) PC GRAND THEFT,1/25/2006 19:56,25,19,38.64724615,-121.4270748
7664 LA MANCHA WAY, PETTY THEFT/LICENSE PLATE,1/25/2006 20:00,25,20,38.48024572,-121.4309608
5408 56TH ST,(A)VC TAKE VEH W/O OWNER,1/25/2006 20:00,25,20,38.52568868,-121.4405784
4609 13TH AVE,TOWED/STORED VEHICLE,1/25/2006 20:13,25,20,38.54058014,-121.4526742
NEASHAM CIR / 2ND ST,(A) VC DUI-ALCOHOL/DRUGS,1/25/2006 20:20,25,20,38.58054256,-121.5052992
BRUCEVILLE RD / VALLEY HI DR,(A) VC DUI-ALCOHOL/DRUGS,1/25/2006 20:26,25,20,38.4706931,-121.4271773
MACK RD / TANGERINE AVE,(B)POSSESS MARIJ IN VEH,1/25/2006 20:30,25,20,38.47427504,-121.4465943
3555 AUBURN BLVD,MISSING PERSON,1/25/2006 20:30,25,20,38.63862878,-121.3815598
37TH ST / 4TH AVE,(A)HS POSS AMPHETAMINES,1/25/2006 20:30,25,20,38.54990015,-121.4662539
STOCKTON BLVD / MASSIE CT, HS POSS DRUG PARAPH,1/25/2006 20:35,25,20,38.47581524,-121.4196575
7780 STOCKTON BLVD,(B) PC   PROSTITUTION,1/25/2006 20:44,25,20,38.4748515,-121.4196758
2700 GROVE AVE, HS POSS DRUG PARAPH,1/25/2006 20:50,25,20,38.61713742,-121.4591775
2057 ROYAL OAKS DR,(A)VC TAKE VEH W/O OWNER,1/25/2006 21:00,25,21,38.60297489,-121.4494903
5 SANTA DOMINGO CT,MISSING PERSON,1/25/2006 21:00,25,21,38.62149994,-121.4873914
380 LYMAN CIR, PC  BURGLARY RESIDENCE,1/25/2006 21:00,25,21,38.66336311,-121.499019
2362 AMERICAN RIVER DR, PC  BURGLARY VEHICLE,1/25/2006 21:00,25,21,38.56758379,-121.4064316
7780 STOCKTON BLVD,(B) PC   PROSTITUTION,1/25/2006 21:05,25,21,38.4748515,-121.4196758
12TH AVE / 36TH ST, PC FALSE PERSONATION,1/25/2006 21:30,25,21,38.54116339,-121.4676269
7035 WOODBINE AVE,(A)() AWDW/FIREARM/CIVILIA,1/25/2006 21:33,25,21,38.49838615,-121.4788756
2924 38TH ST,NARCOTICS SUSP/EVID/ACT- I RPT,1/25/2006 21:43,25,21,38.54904531,-121.4648791
7900 COLLEGE TOWN DR, PC ROBBERY- BUSINESS,1/25/2006 21:53,25,21,38.55502121,-121.4102219
7780 STOCKTON BLVD,(B) PC   PROSTITUTION,1/25/2006 21:54,25,21,38.4748515,-121.4196758
1100 H ST, PC  ROBBERY UNSPECIFIED,1/25/2006 21:56,25,21,38.58165673,-121.4905778
3224 44TH ST,(A)VC TAKE VEH W/O OWNER,1/25/2006 22:00,25,22,38.5448578,-121.4560574
1116 15TH ST, PC   PETTY THEFT/INSIDE,1/25/2006 22:00,25,22,38.5766684,-121.487703
100 CADILLAC DR, PC  BURGLARY VEHICLE,1/25/2006 22:00,25,22,38.57227839,-121.4192296
8467 TRAMMEL WAY,MISSING PERSON,1/25/2006 22:09,25,22,38.45090003,-121.4411429
ARROYO VISTA DR / ABBEYWOOD CIR, VC BICYCLE DUI,1/25/2006 22:16,25,22,38.46716553,-121.4196649
2668 STONECREEK DR,(A)VC TAKE VEH W/O OWNER,1/25/2006 22:30,25,22,38.61421301,-121.4925571
7780 STOCKTON BLVD, PC PAROLE VIOLATION,1/25/2006 22:33,25,22,38.4748515,-121.4196758
7780 STOCKTON BLVD,(B) PC   PROSTITUTION,1/25/2006 22:37,25,22,38.4748515,-121.4196758
6665 STOCKTON BLVD,(C) PC BATT/PO WITH INJURY,1/25/2006 22:39,25,22,38.50632179,-121.4333041
7780 STOCKTON BLVD,(B) PC   PROSTITUTION,1/25/2006 22:48,25,22,38.4748515,-121.4196758
15TH ST / P ST,NON INJ HR/MAIL OUT REPORT,1/25/2006 22:49,25,22,38.57182945,-121.4894307
5668 40TH AVE, PC  BURGLARY VEHICLE,1/25/2006 23:00,25,23,38.51787398,-121.4361099
MEADOWVIEW RD / 29TH ST,(A)()PC RESIST PEACE OFFCR,1/25/2006 23:25,25,23,38.48149132,-121.4724244
6001 RIZA AVE, PC  BATTERY CIVILIAN,1/25/2006 23:30,25,23,38.50575492,-121.4364293
3006 K ST,NON INJ HR/MAIL OUT REPORT,1/25/2006 23:45,25,23,38.57161193,-121.4667631
2120 STACIA WAY, PC  BURGLARY VEHICLE,1/26/2006 0:00,26,0,38.53124355,-121.4935943
8545 FOLSOM BLVD, US   THEFT OF MAIL,1/26/2006 0:00,26,0,38.54929974,-121.3882189
7554 24TH ST, PC USE PERSONAL ID INFO,1/26/2006 0:00,26,0,38.48383794,-121.4806587
1212 KONDOS AVE, PC USE PERSONAL ID INFO,1/26/2006 0:00,26,0,38.57217417,-121.4935172
1705 H ST,(B)()(A) VANDALISM/ -$,1/26/2006 0:01,26,0,38.58006128,-121.4825153
60 MASSIE CT, PC  BURGLARY BUSINESS,1/26/2006 0:01,26,0,38.47708652,-121.4229307
4070 E PACIFIC AVE, PC USE PERSONAL ID INFO,1/26/2006 0:01,26,0,38.53908574,-121.479928
3138 TINTORERA WAY,THREATS - I RPT,1/26/2006 0:01,26,0,38.62715506,-121.5270605
7757 ROBERTS RIVER WAY, PC  PETTY THEFT/ OUTSIDE,1/26/2006 0:01,26,0,38.48124245,-121.5408716
1821 Q ST, PC USE PERSONAL ID INFO,1/26/2006 0:01,26,0,38.56975838,-121.4849475
1370 OLD WEST DR, PC USE PERSONAL ID INFO,1/26/2006 0:01,26,0,38.63028592,-121.4921486
3441 38TH ST, SCC ANIMAL AT LARGE,1/26/2006 0:03,26,0,38.54325918,-121.4659749
5770 FREEPORT BLVD,MISSING PERSON,1/26/2006 0:14,26,0,38.52199137,-121.4990149
6001 RIZA AVE,(B)()(A) VANDALISM/ -$,1/26/2006 0:15,26,0,38.5057826,-121.4359118
SANTA CRUZ WAY / 11TH AVE, HS POSS DRUG PARAPH,1/26/2006 0:26,26,0,38.54213786,-121.4598507
2261 FERNLEY AVE,(B)()PC  VANDALISM +$,1/26/2006 0:30,26,0,38.60826775,-121.4608861
4231 13TH AVE,(B)()(A) VANDALISM/ -$,1/26/2006 1:00,26,1,38.54057916,-121.4571284
1146 ATHENA AVE,(B)()(A) VANDALISM/ -$,1/26/2006 1:00,26,1,38.61335197,-121.4872155
MACK RD / LA MANCHA WAY,(A) HIT/RUN,1/26/2006 1:39,26,1,38.47421612,-121.42717
6141 FRANCINE DR, PC  BURGLARY RESIDENCE,1/26/2006 2:30,26,2,38.51461765,-121.4239241
4232 53RD ST, PC  BURGLARY VEHICLE,1/26/2006 3:00,26,3,38.53572042,-121.4447335
2593 MILLCREEK DR, PC  BURGLARY VEHICLE,1/26/2006 3:00,26,3,38.61195044,-121.502068
5TH AVE / 36TH ST,TOWED/STORED VEHICLE,1/26/2006 3:01,26,3,38.54847637,-121.4683381
5303 FRANKLIN BLVD,MISSING PERSON LOCATE O/S ASSI,1/26/2006 3:14,26,3,38.52718667,-121.4712477
551 REDWOOD AVE,(A)VC TAKE VEH W/O OWNER,1/26/2006 4:00,26,4,38.61038295,-121.4546092
2101 ARLISS WAY,M(B) PC ANNOY/RPT CALL HOME,1/26/2006 4:00,26,4,38.50854126,-121.4894813
8785 CENTER PKWY, PC  BURGLARY VEHICLE,1/26/2006 4:10,26,4,38.43922779,-121.4190329
1771 ARDEN WAY, PC  BATTERY CIVILIAN,1/26/2006 4:15,26,4,38.59800846,-121.4237298
UNIVERSITY AVE / AMERICAN RIVER DR,(A) VC DUI-ALCOHOL/DRUGS,1/26/2006 4:45,26,4,38.5688053,-121.4031406
2931 33RD AVE,(A)VC TAKE VEH W/O OWNER,1/26/2006 5:55,26,5,38.52274391,-121.4749018
7414 ELDER CREEK RD, PC  BURGLARY RESIDENCE,1/26/2006 6:00,26,6,38.51029065,-121.4180143
5100 ALDERBERRY WAY, PETTY THEFT/LICENSE PLATE,1/26/2006 6:00,26,6,38.66835409,-121.5215017
1924 EL CAMINO AVE,(A)VC TAKE VEH W/O OWNER,1/26/2006 6:00,26,6,38.61041617,-121.4223802
524 BELL AVE, PC  BURGLARY VEHICLE,1/26/2006 6:00,26,6,38.64756239,-121.452735
1651 EXPOSITION BLVD,M(B) PC ANNOY/RPT CALL HOME,1/26/2006 6:20,26,6,38.59613108,-121.4316807
803 E ST, WI DANGER SELF/OTHERS,1/26/2006 6:46,26,6,38.58682254,-121.4932417
5991 LEMON PARK WAY,(A)VC TAKE VEH W/O OWNER,1/26/2006 7:00,26,7,38.51637084,-121.4347587
4 GONDOLA CT, PC  BURGLARY RESIDENCE,1/26/2006 7:00,26,7,38.4999899,-121.5418098
POWER INN RD / FRUITRIDGE RD,(A) HIT/RUN,1/26/2006 7:05,26,7,38.52506274,-121.4091236
1557 UNIVERSITY AVE, PC  BURGLARY RESIDENCE,1/26/2006 7:15,26,7,38.56130403,-121.4113171
7560 SKELTON WAY,MISSING PERSON,1/26/2006 7:20,26,7,38.48368063,-121.4891105
890 ARUNDEL WAY, PC  BURGLARY RESIDENCE,1/26/2006 7:20,26,7,38.61607415,-121.4818759
6500 Q ST,(A) VC DUI-ALCOHOL/DRUGS,1/26/2006 7:21,26,7,38.55269382,-121.4274073
1915 JIM CASEBOLT WAY,THREATS - I RPT,1/26/2006 7:23,26,7,38.67987056,-121.5025952
6532 S LAND PARK DR,MISSING PERSON,1/26/2006 7:30,26,7,38.50710344,-121.51329
MAY ST / BELL AVE,TOWED/STORED VEH-,1/26/2006 7:36,26,7,38.64749419,-121.4430328
6584 RANCHO GRANDE WAY, VC AUTO THEFT LOCATE,1/26/2006 7:48,26,7,38.50710633,-121.4259032
3500 FLORIN RD,MISSING PERSON,1/26/2006 8:00,26,8,38.49407763,-121.4673944
3908 CYPRESS ST,(A) GRAND THEFT-INSIDE,1/26/2006 8:00,26,8,38.6389926,-121.4447167
MEADOWVIEW RD / 21ST ST,TOWED/STORED VEH-,1/26/2006 8:01,26,8,38.48140918,-121.4933503
MARYSVILLE BLVD / ERMINA DR,TOWED/STORED VEH-,1/26/2006 8:04,26,8,38.626632,-121.4325857
MARYSVILLE BLVD / ARCADE BLVD,TOWED/STORED VEH-,1/26/2006 8:09,26,8,38.62541828,-121.433145
5303 FRANKLIN BLVD,SAFEKEEPING - I RPT,1/26/2006 8:13,26,8,38.52718667,-121.4712477
ARCADE BLVD / MARYSVILLE BLVD,TOWED/STORED VEHICLE,1/26/2006 8:28,26,8,38.62541828,-121.433145
DIXIEANNE AVE / BOXWOOD ST,(B)POSSESS MARIJ IN VEH,1/26/2006 8:30,26,8,38.60930232,-121.4461973
301 BICENTENNIAL CIR,(A)() WILFUL DISOBEY CT OR,1/26/2006 8:30,26,8,38.55050416,-121.4070072
6641 VALLEY HI DR, PC  BURGLARY RESIDENCE,1/26/2006 8:30,26,8,38.47193989,-121.4294237
MARYSVILLE BLVD / LOS ROBLES BLVD,TOWED/STORED VEH-,1/26/2006 8:37,26,8,38.63008563,-121.4313085
2109 DEL PASO BLVD,TOWED/STORED VEH-,1/26/2006 8:39,26,8,38.61021151,-121.4514503
301 DOOLITTLE ST, VC AUTO THEFT LOCATE,1/26/2006 8:40,26,8,38.64317482,-121.425595
LEMON HILL AVE / LOGAN ST,(A) HIT/RUN,1/26/2006 8:47,26,8,38.51610082,-121.4152408
26TH AVE / MARTIN LUTHER KING JR BLVD,TRAFFIC-ACCIDENT-NON INJURY,1/26/2006 8:53,26,8,38.52903211,-121.4647145
360 ALLAIRE CIR, PC  BURGLARY RESIDENCE,1/26/2006 9:00,26,9,38.6836334,-121.5373039
9 BUENO CT,MISSING PERSON I RPT,1/26/2006 9:00,26,9,38.48789589,-121.4636952
4221 SUNMEADOW DR, PETTY THEFT/LICENSE PLATE,1/26/2006 9:00,26,9,38.48046885,-121.4550456
MARIAN WAY / RIVERSIDE BLVD,TOWED/STORED VEHICLE,1/26/2006 9:07,26,9,38.55255786,-121.5044547
5TH ST / J ST,TRAFFIC - I RPT,1/26/2006 9:20,26,9,38.58207989,-121.5000936
DEL PASO BLVD / EL CAMINO AVE,TOWED/STORED VEH-,1/26/2006 9:33,26,9,38.61112661,-121.4487064
2166 COROVAL DR,CHILD WELFARE - I RPT,1/26/2006 9:35,26,9,38.6206848,-121.510985
4611 FRANKLIN BLVD,HARASSMENT - I RPT,1/26/2006 9:56,26,9,38.53312798,-121.4734551
8TH AVE / 43RD ST,(A)() AWDW/FIREARM/CIVILIA,1/26/2006 10:00,26,10,38.54454492,-121.4566752
3700 DEL PASO RD, PC  BATTERY CIVILIAN,1/26/2006 10:00,26,10,38.65550746,-121.5556894
2978 MARYSVILLE BLVD,TOWED/STORED VEH-,1/26/2006 10:04,26,10,38.62031333,-121.4364722
4740 FREEPORT BLVD, PC PASS FICTICIOUS CHECK,1/26/2006 10:08,26,10,38.53218208,-121.4953461
K ST / 25TH ST,TRAFFIC-ACCIDENT INJURY,1/26/2006 10:12,26,10,38.57381016,-121.4736865
2250 JOHN STILL DR,NARCOTICS SUSP/EVID/ACT- I RPT,1/26/2006 10:30,26,10,38.4756653,-121.4866458
NORTH AVE / MARYSVILLE BLVD,TOWED/STORED VEH-,1/26/2006 10:35,26,10,38.64011428,-121.4291698
2250 JOHN STILL DR, PC  BATTERY CIVILIAN,1/26/2006 10:47,26,10,38.4756653,-121.4866458
AHERN ST / N C ST, PC    MAYHEM,1/26/2006 10:49,26,10,38.5906691,-121.481959
1616 N ST,TOWED/STORED VEHICLE,1/26/2006 10:50,26,10,38.57315943,-121.4865389
2044 48TH ST,(B)()(A)VANDALISM GRAF-,1/26/2006 10:54,26,10,38.55544996,-121.4498884
1689 ARDEN WAY,(A)VC TAKE VEH W/O OWNER,1/26/2006 11:00,26,11,38.60154457,-121.42747
1785 CHALLENGE WAY,BOMBS/THREATS/EXPLOSIV- I RPT,1/26/2006 11:00,26,11,38.59803885,-121.4259795
121 CORAL GABLES CT,(E) BATTERY NONCOHAB SPOUS,1/26/2006 11:00,26,11,38.482495,-121.4757532
6637 VALLEY HI DR,G(B) PC ACCESS CARD FRAUD,1/26/2006 11:00,26,11,38.47157245,-121.429528
4221 NORWOOD AVE, PETTY THEFT-SHOPLIFT,1/26/2006 11:00,26,11,38.64444404,-121.4576293
712 MORRISON AVE, VC AUTO THEFT LOCATE,1/26/2006 11:00,26,11,38.63737093,-121.4495678
GLENROSE AVE / DEL PASO BLVD,TOWED/STORED VEH-,1/26/2006 11:00,26,11,38.61564793,-121.4427075
FRUITRIDGE RD / STOCKTON BLVD,LOST PROPERTY - I RPT,1/26/2006 11:00,26,11,38.52497346,-121.4425904
8101 COSUMNES RIVER BLVD, PC  BURGLARY BUSINESS,1/26/2006 11:07,26,11,38.45718227,-121.4133413
21ST ST / MEADOWVIEW RD,TRAFFIC-ACCIDENT INJURY,1/26/2006 11:07,26,11,38.48140918,-121.4933503
4303 8TH AVE,RPT # CANCELLED- I RPT,1/26/2006 11:15,26,11,38.54471974,-121.4564781
N ST / ALHAMBRA BLVD,(A) HIT/RUN,1/26/2006 11:15,26,11,38.56833498,-121.4671338
SANDBURG DR / HALE CT,TRAFFIC-ACCIDENT-NON INJURY,1/26/2006 11:21,26,11,38.57970173,-121.4277082
7451 RED WILLOW ST,(E) BATTERY NONCOHAB SPOUS,1/26/2006 11:22,26,11,38.48784967,-121.4986814
7820 CENTER PKWY,(E) BATTERY NONCOHAB SPOUS,1/26/2006 11:29,26,11,38.47267772,-121.4370954
8743 WHITEHOUSE RD, PC  BURGLARY RESIDENCE,1/26/2006 11:30,26,11,38.43908972,-121.4129032
5301 N ST,(B)HS POSS -GR MARIJ,1/26/2006 11:30,26,11,38.56148913,-121.4403257
1547 SOUTH AVE,TOWED/STORED VEHICLE,1/26/2006 11:30,26,11,38.63312517,-121.4312633
MARYSVILLE BLVD / DOOLITTLE ST,TOWED/STORED VEH-,1/26/2006 11:31,26,11,38.64074857,-121.4291647
DEL PASO BLVD / ELEANOR AVE,TOWED/STORED VEHICLE,1/26/2006 11:37,26,11,38.61564793,-121.4427075
19TH ST / K ST,GANG ACTIVITY - I RPT,1/26/2006 11:46,26,11,38.575947,-121.4817091
DEL PASO BLVD / ELEANOR AVE,TOWED/STORED VEH-,1/26/2006 11:48,26,11,38.61564793,-121.4427075
5605 MACK RD,(A)PC POSS FORGED CHK/NOTE,1/26/2006 11:54,26,11,38.47431447,-121.4348784
2146 SOUTH AVE,(A) PC VIO DV COURT ORDER,1/26/2006 11:54,26,11,38.63248017,-121.4164146
547 J ST,FOUND PROPERTY - I RPT,1/26/2006 11:55,26,11,38.58197259,-121.4994087
1140 ODONNELL AVE, PC  BURGLARY RESIDENCE,1/26/2006 12:00,26,12,38.64145221,-121.4399954
4940 STOCKTON BLVD, PC  BURGLARY VEHICLE,1/26/2006 12:00,26,12,38.53106486,-121.4462065
MARYSVILLE BLVD / ROANOKE AVE,TOWED/STORED VEH-,1/26/2006 12:15,26,12,38.63466859,-121.4301867
EXPOSITION BLVD / CHALLENGE WAY,TRAFFIC-ACCIDENT-NON INJURY,1/26/2006 12:18,26,12,38.59513553,-121.4280253
1351 SONOMA AVE,TOWED/STORED VEH-,1/26/2006 12:18,26,12,38.62404517,-121.4359282
28TH ST / N ST,(B)()VANDALISM GRAF +$,1/26/2006 12:22,26,12,38.56940229,-121.4711377
3429 JOLA CIR, PC  BURGLARY RESIDENCE,1/26/2006 12:23,26,12,38.48054957,-121.4664647
KERN ST / SOUTH AVE,TRAFFIC-ACCIDENT-NON INJURY,1/26/2006 12:27,26,12,38.63279391,-121.425346
2130 23RD ST,(B)()(A)VANDALISM GRAF-,1/26/2006 12:30,26,12,38.56263789,-121.4818128
8606 W WING DR,(A) PC GRAND THEFT,1/26/2006 12:30,26,12,38.4411728,-121.4116082
5TH ST / MCCLATCHY WAY,TOWED/STORED VEHICLE,1/26/2006 12:38,26,12,38.56073073,-121.5091926
Q ST / 21ST ST,TRAFFIC-ACCIDENT-NON INJURY,1/26/2006 12:40,26,12,38.56859703,-121.4819129
MARYSVILLE BLVD / ARCADE BLVD,TOWED/STORED VEH-,1/26/2006 12:42,26,12,38.62541828,-121.433145
MARYSVILLE BLVD / GRAND AVE,TOWED/STORED VEHICLE,1/26/2006 12:44,26,12,38.63647881,-121.4297591
SAN JUAN RD / AZEVEDO DR,TOWED/STORED VEH-,1/26/2006 12:46,26,12,38.6274483,-121.5084533
2605 KIT CARSON ST,TOWED/STORED VEHICLE,1/26/2006 12:56,26,12,38.56307815,-121.505882
1753 41ST ST, PC THREAT/INTENT TO TERROR,1/26/2006 12:57,26,12,38.56055178,-121.455665
3555 AUBURN BLVD,MISSING PERSON,1/26/2006 13:00,26,13,38.63862878,-121.3815598
1141 SEAMAS AVE,TOWED/STORED VEH-,1/26/2006 13:00,26,13,38.525812,-121.5173431
28TH ST / J ST,TRAFFIC-ACCIDENT INJURY,1/26/2006 13:36,26,13,38.5738419,-121.4692124
259 ARDEN WAY,ACCIDENTAL FIRES/ARSON -I RPT,1/26/2006 13:39,26,13,38.60668493,-121.4600477
7937 ORENZA WAY,(B)()VANDALISM GRAF +$,1/26/2006 13:40,26,13,38.46971274,-121.450353
LOS ROBLES BLVD / MARYSVILLE BLVD, VC AUTO THEFT LOCATE,1/26/2006 13:47,26,13,38.62879718,-121.4317459
LOS ROBLES BLVD / MARYSVILLE BLVD,FOUND PROPERTY - I RPT,1/26/2006 13:47,26,13,38.62879718,-121.4317459
22 CAPRICE CT, WI DANGER SELF/OTHERS,1/26/2006 13:53,26,13,38.47620226,-121.4982461
1600 VALLEJO WAY,(A)() BATT/SCHOOL INJURY,1/26/2006 13:55,26,13,38.55199422,-121.4960208
23 EL CONDE CT,MISSING PERSON,1/26/2006 14:00,26,14,38.62700562,-121.5115613
515 P ST,BATTERY - I RPT,1/26/2006 14:00,26,14,38.57550673,-121.5021475
8151 POWER RIDGE RD, VC AUTO THEFT LOCATE,1/26/2006 14:09,26,14,38.53157904,-121.407542
3043 MARYSVILLE BLVD,TOWED/STORED VEH-,1/26/2006 14:10,26,14,38.62278626,-121.4356686
370 RIVER BEND CIR,TOWED/STORED VEHICLE,1/26/2006 14:13,26,14,38.55777986,-121.5120281
372 SEAVEY CIR,TOWED/STORED VEHICLE,1/26/2006 14:19,26,14,38.5590559,-121.5111836
15 CARTHAGE CT,MISSING PERSON,1/26/2006 14:30,26,14,38.50576856,-121.4181141
3621 MARYSVILLE BLVD,TOWED/STORED VEH-,1/26/2006 14:46,26,14,38.63393225,-121.4306582
